Age Gap,Education,Economic Similarity,Social Similarities,Cultural Similarities,Social Gap,Common Interests,Religion Compatibility,No of Children from Previous Marriage,Desire to Marry,Independency,Relationship with the Spouse Family,Trading in,Engagement Time,Love,Commitment,Mental Health,The Sense of Having Children,Previous Trading,Previous Marriage,The Proportion of Common Genes,Addiction,Loyalty,Height Ratio,Good Income,Self Confidence,Relation with Non-spouse Before Marriage,Spouse Confirmed by Family,Divorce in the Family of Grade 1,Start Socializing with the Opposite Sex Age ,Divorce Probability,Psychological_Compatibility,SocioEconomic_Stability,Family_Integration,Relationship_Maturity,Risk_Composite,Love_Commitment_Synergy,Education_Income_Balance,Family_Social_Harmony,Maturity_Stability_Index,Advanced_Risk_Score,Data_Quality_Score,Prediction_Confidence,Psych_Compatibility,Economic_Stability,Family_Harmony,Social_Compatibility,Risk_Factors,Perfect_Match,High_Risk
2.94649836,3.441363338,64.02005225,69.78564696,31.61925092,39.20248742,96.1310261,73.84940702,4.497381054,65.69354017,1.799274621,25.69833263,42.63925747,7.588204969,68.6180271,92.87599056,58.27490427,41.05876041,17.00419823,2.249317609,16.88461672,1.845261563,80.54388862,39.65481174,35.61930363,62.65269009,7.505523464,7.253242008,3.159295875,26.55014511,87.2457357248109,78.46989297820001,27.473073741699995,41.5075168919,47.5366263752,21.750108738,63.72967237185425,11.071538539759157,28.966289200043693,13.059772418375106,2.429193839038648,0.952879971742972,0.961669500856907,80.67930209333333,19.530333484,16.475787319,58.41810163333333,2.7243885395,0,100
3.845625955,4.788688336,27.88750363,92.71739012,99.28570864,99.21179408,83.97001436,77.64812269,3.300564454,35.32124022,1.268363488,62.78188736,19.27707767,7.620469617,44.47848673,64.92546492,95.3418533,56.82431992,4.347331548,2.044526927,21.59066283,2.028903673,57.33537223,5.685529021,3.733482063,41.68963977,5.328479738,6.939860876,2.840675763,39.07760879,78.07900928071393,65.1403743227,27.05837343845,56.3425104779,42.0091597206,12.9621827422,28.877864298833007,4.228295402139415,52.23930524319642,11.366995315554869,2.023326085352012,0.9512812971636788,0.9392512751427992,55.57977462666667,4.2610851995,34.860874118,89.88374048333333,3.1402078365,0,0
3.827465067,2.521672855,68.5629538,10.85495665,81.27643766,12.72624861,82.93655967,66.01804012,3.601152662,17.72558824,1.048619439,72.91105721,81.53329377,9.636167758,46.18896461,96.90616977,94.06993656,74.54467636,50.7967063,2.771966665,15.70547061,1.421031594,34.26905182,5.366503343,17.92998745,49.83274463,3.102463626,4.985176611,3.689374211,30.74001736,62.704924968771294,68.9054295141,17.040052013,59.553163604000005,36.5565183259,13.4846933379,44.75995645997182,6.724103110687377,6.464470092917778,6.229249736875237,3.4653485867343266,0.972782496063938,0.9567152888627234,59.1213954,10.2258301525,38.9481169105,52.716478143333326,3.19133398475,0,0
9.021647871,2.49693834,1.613919345,67.98154959,23.08063548,21.92681889,77.16766345,1.138926577,1.159933267,61.82725542,1.037982556,47.6739486,92.00044453,2.522954861,67.22352486,62.48005701,77.26362955,85.67573023,51.51691145,3.882634221,29.17817313,4.252129836,61.55172277,6.498295174,24.71274929,80.05170739,8.456563235,1.688789468,4.163242568,23.10947182,86.19437814185356,69.2617477134,22.153533574,48.32724351,41.3247707418,19.6532181147,42.00129665665953,7.855330113305791,32.853609012230706,9.154896960663192,2.663485699123911,0.9897760045024716,0.968258020980474,63.75176821333333,13.604843815,24.681369034000003,30.733703882333334,6.6146670365,0,100
9.733494161,3.195865233,51.5342854,71.76068348,99.75387817,20.65509915,76.71476801,98.6719159,2.749098654,34.95933372,1.043028985,35.48148382,94.36592189,7.412539044,33.2679456,92.73080777,51.35017129,21.96320294,73.75543397,4.591262819,21.89949025,1.466595114,59.45598398,58.94545588,72.41782368,96.51859851,1.421984018,8.467997887,1.155601556,35.74044626,93.10478156065584,62.6101486006,47.3640747202,46.3863124273,38.2449373147,25.6114058694,30.84963468336417,15.213073487906254,33.287134838998654,18.11436068642816,1.2660871481039104,0.9815603881636388,0.9365143731590292,61.81824578333334,37.8068444565,21.9747408535,90.06215918333334,5.522296248,0,100
7.286070419,1.932237471,60.04942748,66.19145265,9.438535134,86.51486737,95.70604123,27.26872381,3.877793729,6.633505553,1.887189572,23.61802948,84.13391551,2.549596507,41.59398813,61.42753318,69.87652717,53.68449442,23.9919499,1.28269557,8.108516337,1.567194218,72.68077878,95.03565961,49.78779259,50.83780981,8.615081639,5.402710769,9.028628893,34.77174576,86.99252539239107,62.6959951437,29.0711938058,38.3594363548,30.734569282850003,21.1310652133,25.55016085944101,9.808253587707352,25.39066815159433,8.934906201595199,4.456500132832231,0.9897239068342696,0.961715170617347,58.56743336333333,25.8600150305,14.5103701245,34.29957053133334,6.29199098725,0,100
5.857248954,4.464278074,98.86268308,90.68309224,99.72941949,51.09903642,73.54867168,65.57107274,4.45043538,36.5487427,1.99528293,89.07578926,5.090448256,9.216753534,88.26106421,80.3751585,57.45462467,65.53209751,68.80003715,1.625588165,11.66730132,4.067206765,96.91709544,1.543344839,5.091878952,66.10796063,1.109603263,2.537279712,5.544141681,36.38810011,62.82587466653608,84.167001,27.1432746478,64.7282571133,41.2512072802,24.6115485581,70.93997025257427,4.767762951413975,58.6975851033982,11.196928487597956,2.0662880909655623,0.9696897756566548,0.9805523571007376,88.51777271666667,4.7780785130000005,45.806534486,85.32786149,5.3314615885,0,0
8.480776913,3.989982279,53.19528314,49.3078787,35.72447187,85.68217002,85.01836706,38.33901406,4.96439664,51.47254521,1.211986841,74.72767379,72.84314364,9.617516647,73.22879428,67.86964399,93.18469239,27.38745612,38.98035221,2.24667129,9.450278911,4.480424757,73.56228505,51.49826917,50.64721898,74.35709063,8.520960803,7.284928115,2.703311325,33.14663626,68.61034925230011,77.1781676743,30.2911485466,61.265554553,43.1423300921,15.2807535882,49.70012197600549,14.21553749285733,30.20874532387557,13.068307294662524,1.7326431870759291,0.9678089235044276,0.9425005117819084,71.55357443999999,27.3186006295,41.0063009525,41.12378821,6.036322477,0,0
6.76232587,1.148764478,28.49737961,88.88702607,58.20733974,68.40721838,59.34616863,34.41779457,2.259759305,95.04008822,1.348109103,61.64842716,57.36104683,6.771650421,64.77982283,58.62366576,79.6352713,54.84910097,50.15504128,1.443335187,21.26923711,4.235916125,86.83039694,94.51930055,4.617843895,60.85199756,1.169038698,5.906860055,1.440844813,28.19498665,75.3113081001723,72.97764175949999,21.22953903895,55.9991754366,53.0493515763,18.5619198663,37.976306815779374,2.3032184072564985,49.77600166931568,11.262132802800444,1.9433964414046296,0.9773142536755084,0.9754877547878666,70.07796184333334,2.8833041865,33.7776436075,60.50405346,4.8003531695,0,0
0.650683307,2.628256745,71.59414889,49.99393138,74.41829651,13.44962287,61.76439988,99.23470487,1.026593429,99.94865057,1.585887472,83.72356309,11.63395415,4.30199529,89.46707985,75.67348941,92.68191612,31.26539389,46.66939891,2.573243128,42.25276863,2.849712719,90.54739316,49.77709135,79.29078548,80.12030108,8.749084388,3.887658139,7.894711579,30.52078987,72.89833845845709,87.48529108560001,43.743996974,62.287309204,57.05657755,13.5836736548,67.702861195726,14.435946167610838,31.139874621896183,24.95882755693997,0.8447512317142327,0.9850466407118406,0.950308254634782,85.22932080666668,40.9595211125,43.8056106145,74.54897758666667,3.0114477280000003,0,0
6.897601257,2.316531649,17.33573875,45.48091588,44.58661772,59.16705083,72.57737837,84.44041349,2.191881105,66.51316161,1.14481579,38.02742785,69.86408511,7.741366143,31.78293549,99.46001286,55.92161094,69.51047682,71.97197498,4.892221031,31.86293151,2.316178971,82.91517139,92.56719041,92.25548657,88.03922723,1.066724162,4.865124706,8.140421115,17.13898927,85.70964768301913,69.13954188390001,44.496832113100005,44.2283822173,43.9296974709,25.3051431402,31.611311725639503,14.618917690215628,20.11547331133509,19.547323731419112,1.2911726121773974,0.9772031346754062,0.967393311357792,71.38603991333333,47.2860091095,21.446276278,58.169315696666665,6.062950649999999,0,100
6.925662869,4.908814439,11.3484397,54.58196724,15.88418639,37.91153953,64.03281577,62.34312108,2.581157162,36.00889494,1.055618037,59.90178947,41.27678469,5.973934837,97.08921529,86.4570507,78.83647959,43.64125945,54.9498121,2.727477649,40.58038364,3.621824628,85.91084646,81.25020609,78.85279901,90.44503692,3.265718399,9.277796888,3.082536257,34.43414025,72.84688808421946,89.3864860297,39.33771915409999,55.8192939773,39.2184008016,18.745061763100004,83.94047208750744,19.674190157052283,30.46726875228918,15.427624364062709,1.4066920639302978,0.9947015699742076,0.9232278977451148,89.81903748333333,41.8808067245,34.589793179,44.26975823666667,5.13892165575,0,0
2.693843113,2.247195332,66.8414994,76.04033248,21.10426248,42.43383778,63.23320171,21.94349308,3.217052609,69.80108684,1.921229916,3.070853759,33.64108011,7.219538802,95.00007852,64.898021,60.74493851,35.8622679,62.72350488,3.554299562,32.24610183,2.541569887,89.8294255,71.73863225,92.42661486,75.19127576,2.642985018,5.93516265,4.041991968,23.16152081,87.17055444949939,81.5479976938,46.7646694538,31.7962927082,47.9015159561,21.928489164300004,61.65317090792609,14.41182353021136,24.178006691629275,22.40098560022944,1.8140387255806223,0.9678271704179288,0.951179480194732,83.24250834000001,47.336905096,4.5030082045,39.69602934666667,2.99281202025,0,100
2.082110234,2.5423679,68.23003925,10.71986397,26.85431859,89.7327815,84.52001637,54.11947313,1.850758279,71.55186645,1.295074535,47.75625175,99.19330042,9.053408378,49.57105712,76.66721199,63.99692429,84.0089574,14.30893249,1.009833814,9.640188513,2.003156057,82.2534447,34.05800226,11.42382434,65.35712321,1.446860147,2.923550745,6.637970892,19.23737903,92.06025926028848,69.8880321113,9.3086971335,47.9881746559,48.41040981490001,21.4092569785,38.00474744787439,5.38920813267169,5.144267044798495,4.506378430755199,3.44934870985949,0.9601596599657116,0.9759217769032036,69.49723793666668,6.98309612,25.3399012475,30.564551896666668,3.20133685425,0,100
8.78879067,2.433745668,18.32325084,28.60009982,51.87821722,97.29110871,69.75385884,52.20831794,3.928931271,36.63443162,1.628022902,8.13976699,57.6363437,8.482606482,76.48199063,55.07703679,71.84800726,93.6770392,1.048182322,2.809466086,4.049152174,2.022014303,71.45901784,96.47371257,32.15107062,93.94494811,7.785737181,7.310426443,8.942002429,15.8776433,94.044328442286,71.5806596132,21.7042096792,32.7664340002,35.4845231746,21.2910664446,42.12401411700946,8.845763327321563,9.37123283151162,7.7016353134795,6.346820524931973,0.97380521797664,0.9646786739562948,67.67268175333334,17.292408144,7.725096716499999,44.22887832666667,7.135399518,0,100
7.025161973,1.66535927,79.40491478,14.96876832,67.78260054,83.55238587,74.07535484,31.84367364,1.456829259,46.02473226,1.377171501,34.06337239,32.55242758,6.493206627,34.14528514,45.9190037,88.72866522,22.88999481,63.50172762,4.298553185,42.08898532,2.633292083,22.35330653,18.49453281,50.54811547,95.01504031,3.569339527,8.413828735,9.466018177,16.0566368,93.37802055648768,49.2399683477,27.3815594245,43.3096921234,38.1528914266,17.251639594500002,15.679174746812148,9.1750080478981,6.482927474057035,10.446856638139446,3.144053144795437,0.9711198761930112,0.9693491214910106,34.13919845666666,26.10673737,21.2386005625,38.1983475,6.5374085515,0,100
3.033132331,3.123500673,79.08888764,94.33459123,19.75357531,23.53348777,80.95179848,73.10760934,3.953546721,39.92295705,1.299132198,42.30115742,25.67231351,3.525216606,69.33449334,83.30971219,81.22895003,76.04180352,48.51324633,3.926487622,35.90914378,2.502007059,86.41020038,36.78828971,23.35881573,88.25637671,5.660827141,3.799805954,6.097015305,27.76137577,88.7343568990015,80.8439579241,25.5505319902,46.2313001627,40.0740132328,17.0066246564,57.76236684994871,8.5417373322491,43.61210802879737,10.239123570803544,2.6832068858885183,0.9957685800930928,0.9315658270788224,79.68480197000001,13.2411582015,23.050481687,62.39859196,3.6663217565,0,100
7.335174775,1.08421369,56.05028824,48.57717228,3.572086773,48.23251509,71.52806971,97.10652444,2.141056035,33.77069689,1.522664128,46.01736986,43.44232468,3.382226996,52.79441607,74.11710811,85.55025521,23.26616709,2.933853197,1.674026205,17.80977754,4.678437681,68.62302788,57.39328222,23.76797698,95.21022607,1.624889222,4.857298136,3.754216756,33.24940316,93.3583598843735,70.4569019379,16.3962619383,48.737872358,37.4396355658,17.8048743633,39.12969443464511,5.076373314219596,23.67548022095216,6.138700716113496,3.644405397523108,0.9564181973488908,0.9288237535723348,65.17818402,12.426095335,25.437333998,49.751927831,5.77575099675,0,100
6.377881705,4.934218727,10.542231,86.9700408,13.90424014,5.385895695,69.49206781,54.61993108,1.31710976,43.06212277,1.004481675,3.271648371,78.6814418,6.908637558,54.75559145,96.40943918,94.63111581,82.23074974,37.15775169,3.442763604,48.07611988,4.808157094,87.17900677,37.71045052,11.55893156,90.84935462,2.506260661,8.569775591,1.129339233,16.76578201,97.04533399820494,81.6786902461,20.4552436708,33.5407902558,38.0023375094,14.6732744677,52.78955863663703,7.552105439376712,29.17043897011169,7.773470738147598,5.944139063913316,0.9836261743549592,0.9539392229428728,79.44801246666667,8.2465751435,5.920711981,51.83140400666667,4.67331493425,0,100
9.324059757,4.05963507,67.81466508,67.56880407,69.53150563,5.137650164,70.41610028,42.2666409,2.610293585,10.31333734,1.187486529,41.23124883,6.76768827,4.699857232,46.84694991,56.8859497,56.43972253,11.52826346,65.97816371,3.373162613,29.08332159,2.770560624,85.27091185,19.36924979,20.59874657,44.00237338,3.534735009,1.480419203,6.53584771,16.26322295,94.08861723545638,63.5186570851,25.921886501,44.9758709799,27.5789062161,25.4721515229,26.64933236178679,9.144582766513418,30.389658141184626,7.148972767554676,4.139577824581858,0.9914053418270192,0.982867540320684,63.00127048666667,12.32919082,21.3558340165,59.78898353333333,6.988631962,0,100
4.111479297,1.858133328,9.472109759,33.8391828,89.51605398,33.62635267,56.29654426,4.842335119,2.438272786,6.256190266,1.047472975,55.73486918,56.98800247,4.13405409,35.62333166,45.25343415,83.24621,40.62901905,37.5655531,3.152723062,24.91049133,1.516855083,72.18734818,83.6134952,2.609887159,93.32450672,2.95057945,3.482370813,5.947333346,23.70754064,92.63263560403597,58.7730736632,15.68419665485,51.5544589121,30.490032273,16.7713565382,16.1207809347942,2.2021621903159483,17.445607592816415,4.782116621824551,4.397833605978745,0.9607301450869096,0.9778687655652324,51.02137133,2.2340102435,29.6086199965,42.73252396633333,3.92178675575,0,100
4.677532374,3.177818189,49.51816333,20.49509513,89.08726536,50.78828064,59.05306446,51.76612041,3.962709147,15.2534922,1.082551754,80.25813215,4.368573029,3.770308459,34.64820322,74.83328619,62.87992841,45.782876,77.64185776,1.258953127,26.79603764,3.805703248,71.26530692,89.02274942,78.7446725,65.39650892,6.547902815,9.46344188,2.659863211,23.93394074,67.1517669756042,62.4072628342,40.8147534561,64.1443264607,32.392487548700004,21.7021709448,25.9283890753154,15.818857498484146,13.146440728618227,13.220913931299798,1.657233903866125,0.9940081841577656,0.9797294948536296,60.24893211,40.9612453445,44.860787015,53.78282696666667,3.95515780175,0,0
8.075823377,2.264190635,27.31029982,70.05128847,26.64472423,75.07864401,62.50137437,31.73514112,2.945873342,88.32375513,1.691624575,24.54359814,29.55201169,8.836090347,70.15759726,99.40450724,67.21114236,46.46906683,29.80762863,4.457116792,47.86009256,4.675130655,36.48426392,6.950880639,78.3673028,68.80478915,5.595837725,3.483256954,7.712134767,27.33133193,94.42193841220607,72.80941706050001,41.5063979275,38.5487759121,51.1601205841,23.0053438005,69.73981384772675,13.32060483198752,27.00391421583905,21.23472322982538,1.527439941247643,0.9654426224350908,0.9619167090814376,68.68212280666667,40.315746717500005,14.013427547,42.81038460666667,7.134728044000001,0,100
3.149664051,2.327300389,97.99629281,15.67792086,42.89156985,43.50298935,79.90619055,84.17431904,1.471122383,44.46931302,1.968214865,24.78694552,94.69221528,5.521363251,79.95666562,71.29515892,58.53205175,49.96366229,19.49091813,4.177105968,18.47666999,3.661836718,71.79906731,58.23380227,19.49773924,78.43160062,9.12039021,9.975197799,1.325278733,24.22865905,91.17316893779207,74.5842269687,14.3959740036,42.5097539278,41.0446370148,21.7634540188,57.005231820912,6.736252379318382,6.664645578581226,5.908775274522591,4.579346899868321,0.954994938015586,0.9314414943512912,74.35029728333333,10.9125198145,17.3810716595,47.58126991666666,2.82161088825,0,100
8.47683179,3.892556048,75.5920379,55.96099022,63.81448135,88.84993381,56.0826167,23.90647443,4.093975278,6.651456954,1.686855397,33.43260583,8.759466805,8.02127674,90.45689857,72.29137781,74.45221303,63.76718832,9.077647362,3.368340939,32.9388671,4.978728741,45.09107048,19.549856,53.07688965,57.59007238,2.530370216,4.109170578,5.715905435,31.32335381,96.6521459624305,74.8980871999,34.9095304647,42.891021874900005,31.0955021275,21.3137589672,65.3925383004472,14.373752739494863,24.002240556670856,10.855293788351048,2.931771710773805,0.9698815265822608,0.9473829745389,69.27978228666666,28.484722849,18.770888204,47.893982,6.912074439,0,100
2.150374374,4.538433258,41.33968761,92.68895468,39.1407693,58.52772137,54.13106121,78.72785207,3.481633883,67.3327639,1.350365678,90.95213561,52.35650866,5.884450567,66.70758269,47.7462718,56.67468194,41.16478304,70.04353107,2.562068224,22.5825677,1.343739635,74.31568077,70.08388701,91.39396357,89.44601833,9.039142753,6.274435147,5.812434967,15.1949983,56.52951046011402,65.1788072385,51.6206806847,66.519454298,45.5623386181,22.1381364358,31.850383742377154,20.366281050955976,61.65618684765653,23.519589330531154,0.7723179382070394,0.9506327351042724,0.9539232229415828,62.92317842,47.966198414,48.6132853785,70.18585868333332,2.8642308375,0,0
3.199320744,3.73151545,55.19966575,9.36009538,15.27857421,19.65425332,67.53379999,56.29108663,2.950939043,84.48662646,1.568136839,99.20143886,7.200964367,9.434354014,74.80455177,42.68417095,80.98181101,81.09649764,35.55333049,2.240284862,16.12775939,4.442575962,35.87460921,65.29395436,76.96035464,99.80251665,8.851779577,6.628575357,7.221374332,31.52837952,67.6225293391316,61.9903441658,31.360602032,69.50273585149999,53.6579783512,17.606213168,31.92970275588805,16.946349234470507,6.505522367409855,16.827465049136546,1.3373418657891945,0.9666084217552416,0.951365717937403,51.12111064333334,40.345935045,52.9150071085,26.97658540666667,4.5156479455,0,0
3.073316471,1.783938722,78.29684595,57.98056172,49.47785301,46.54385216,62.19982367,99.98639311,4.815063388,89.67045887,1.648346669,80.42779418,32.97313417,8.278588456,63.4617188,41.16562269,93.75037228,15.14580842,42.8805571,3.420399445,12.84675527,4.43404584,38.76351011,77.4810396,20.78659254,50.24311882,5.814959774,6.82901732,3.835590236,37.65333971,62.18763778767429,60.7017745925,21.6337524368,63.0691457972,55.8952009608,14.0002376931,26.1244117137968,6.089499760287567,36.56784500522233,12.092229399911329,1.9147203570585296,0.9847155075995002,0.9810589080326224,47.79695053333333,11.285265631,43.628405750000006,69.14826928,3.6040672545,0,0
5.657704255,3.114228407,10.37439216,87.4082191,92.65935229,39.04348932,56.49711898,30.26107765,4.603104,68.08946683,1.25237363,31.25074905,18.3965382,4.727168456,76.31309412,58.54277701,69.21737482,36.4598596,30.21796487,2.401883765,25.26535915,2.647001001,53.90659538,77.28515768,85.08275738,53.32439252,8.879935059,1.74770714,6.702522168,36.30710511,94.40735256675877,68.42884768740001,53.4018245398,41.0138551116,47.873086138800005,20.6395787995,44.67580452010303,16.277811277278186,35.84948033730387,25.565101461629293,1.070270071475339,0.9701048274812364,0.9524165307302416,62.92082217,44.0984928935,16.499228095,70.10954968,5.16623291975,0,100
1.855267111,2.707529865,32.47355059,46.62185414,20.72951366,89.90860815,97.0969224,7.622928089,4.159563157,86.99127633,1.631488764,3.980650915,74.72192175,3.64292518,86.47158321,58.5359372,69.52718118,46.96806038,11.49334024,1.051735042,9.518529991,4.273260016,60.34277959,39.488237,59.14971384,63.27403851,9.650219982,7.494162454,4.437126447,18.64448563,87.90665534890249,72.6457663564,30.851641277,32.5093711681,50.641960207,19.3791661343,50.61695164365135,12.655023379196257,15.156471607822798,15.623875898704725,2.945888367426976,0.9888565968636686,0.9653478726645096,68.4501,30.9286218525,5.7374066845,24.991431963,3.10523017125,0,100
